date,L006_RADP_MICROMOLE/m^2/s,L001_RADP_MICROMOLE/m^2/s,L005_RADP_MICROMOLE/m^2/s,LZ40_RADP_MICROMOLE/m^2/s,Mean_RADP
2014-11-17,173.62,,,340.46,257.03999999999996
2014-11-18,29.36,,,60.04,44.7
2014-11-19,121.54,,,158.59,140.065
2014-11-20,239.23,,,317.03,278.13
2014-11-21,66.2,,,128.84,97.52000000000001
2014-11-22,57.7,,,195.17,126.435
2014-11-23,196.21,,,324.46,260.335
2014-11-24,231.21,,,234.46,232.835
2014-11-25,243.52,,,124.11,183.815
2014-11-26,26.83,,,47.12,36.974999999999994
2014-11-27,172.2,,,332.57,252.385
2014-11-28,334.38,,,340.77,337.575
2014-11-29,193.83,,,320.15,256.99
2014-11-30,265.63,,,284.29,274.96000000000004
2014-12-01,172.82,,,225.63,199.225
2014-12-02,161.36,,,246.3,203.83
2014-12-03,170.92,,,281.3,226.11
2014-12-04,118.97,,,105.81,112.39
2014-12-05,164.54,,,299.93,232.235
2014-12-06,211.41,,,334.39,272.9
2014-12-07,26.65,,,44.03,35.34
2014-12-08,103.18,,,259.46,181.32
2014-12-09,51.15,,,103.59,77.37
2014-12-10,143.43,,,271.14,207.285
2014-12-11,206.14,,,318.07,262.105
2014-12-12,47.81,,,203.34,125.575
2014-12-13,176.32,,,316.71,246.515
2014-12-14,176.93,,,303.98,240.455
2014-12-15,152.94,,,290.63,221.785
2014-12-16,221.39,,,323.07,272.23
2014-12-17,210.04,,,283.24,246.64
2014-12-18,170.92,,,284.82,227.87
2014-12-19,151.56,,,289.13,220.345
2014-12-20,196.94,,,268.05,232.495
2014-12-21,159.04,,,248.71,203.875
2014-12-22,196.82,,,282.31,239.565
2014-12-23,127.33,,,272.39,199.85999999999999
2014-12-24,84.06,,,167.94,126.0
2014-12-25,48.88,,,159.14,104.00999999999999
2014-12-26,53.31,,,51.58,52.445
2014-12-27,107.67,,,166.34,137.005
2014-12-28,208.14,,,223.25,215.695
2014-12-29,191.46,,,303.76,247.61
2014-12-30,232.64,,,284.87,258.755
2014-12-31,35.87,,,159.81,97.84
2015-01-01,143.63,,,221.28,182.45499999999998
2015-01-02,132.4,,,207.18,169.79000000000002
2015-01-03,190.39,,,152.0,171.195
2015-01-04,178.8,,,273.92,226.36
2015-01-05,104.34,,,74.66,89.5
2015-01-06,134.02,,,321.6,227.81
2015-01-07,125.43,,,315.67,220.55
2015-01-08,164.43,,,249.6,207.015
2015-01-09,145.33,,,268.81,207.07
2015-01-10,200.76,,,237.21,218.985
2015-01-11,90.95,,,178.38,134.665
2015-01-12,56.53,,,106.49,81.50999999999999
2015-01-13,119.05,,,263.92,191.485
2015-01-14,54.98,,,142.2,98.58999999999999
2015-01-15,95.0,,,202.64,148.82
2015-01-16,162.37,,,210.72,186.54500000000002
2015-01-17,153.37,,,310.92,232.145
2015-01-18,169.77,,,339.49,254.63
2015-01-19,94.68,,,358.29,226.485
2015-01-20,35.78,,,73.27,54.525
2015-01-21,242.11,,,243.66,242.885
2015-01-22,235.55,,,300.95,268.25
2015-01-23,183.07,,,183.78,183.425
2015-01-24,72.18,,,73.08,72.63
2015-01-25,281.32,,,281.96,281.64
2015-01-26,179.93,,,180.53,180.23000000000002
2015-01-27,329.32,,,330.03,329.67499999999995
2015-01-28,355.48,,,356.71,356.095
2015-01-29,365.21,,,365.98,365.595
2015-01-30,340.51,,,341.33,340.91999999999996
2015-01-31,338.02,,,338.84,338.42999999999995
2015-02-01,325.15,,,325.99,325.57
2015-02-02,236.56,,,237.77,237.16500000000002
2015-02-03,350.09,,,351.0,350.54499999999996
2015-02-04,298.61,,,299.9,299.255
2015-02-05,127.85,,,129.13,128.49
2015-02-06,391.32,,,392.24,391.78
2015-02-07,373.45,,,374.49,373.97
2015-02-08,324.4,,,325.43,324.91499999999996
2015-02-09,149.8,,,151.39,150.595
2015-02-10,299.39,,,300.34,299.865
2015-02-11,357.06,,,357.73,357.395
2015-02-12,361.75,,,363.1,362.425
2015-02-13,339.63,,,353.31,346.47
2015-02-14,365.03,,,365.66,365.345
2015-02-15,340.2,,,340.77,340.485
2015-02-16,226.79,,,221.21,224.0
2015-02-17,200.81,,,201.62,201.215
2015-02-18,317.15,,,308.79,312.97
2015-02-19,372.59,,,360.9,366.745
2015-02-20,404.0,,,406.8,405.4
2015-02-21,137.13,,,139.97,138.55
2015-02-22,323.5,,,326.29,324.895
2015-02-23,302.53,,,305.38,303.955
2015-02-24,328.06,,,331.23,329.645
2015-02-25,328.77,,,331.69,330.23
2015-02-26,133.66,,,136.75,135.20499999999998
2015-02-27,39.57,,,42.3,40.935
2015-02-28,130.98,,,134.41,132.695
2015-03-01,416.57,,,420.26,418.41499999999996
2015-03-02,321.32,,,324.9,323.11
2015-03-03,475.84,,,460.06,467.95
2015-03-04,472.52,,,509.91,491.21500000000003
2015-03-05,423.49,,,445.05,434.27
2015-03-06,320.32,,,338.91,329.615
2015-03-07,267.36,,,264.97,266.165
2015-03-08,319.73,,,322.26,320.995
2015-03-09,384.45,,,399.29,391.87
2015-03-10,469.12,,,470.34,469.73
2015-03-11,316.46,,,265.38,290.91999999999996
2015-03-12,493.24,,,439.42,466.33000000000004
2015-03-13,292.55,,,316.15,304.35
2015-03-14,487.2,,,484.6,485.9
2015-03-15,482.42,,,485.75,484.08500000000004
2015-03-16,513.51,,,487.92,500.71500000000003
2015-03-17,504.46,,,496.38,500.41999999999996
2015-03-18,419.99,,,419.94,419.96500000000003
2015-03-19,419.82,,,420.3,420.06
2015-03-20,406.52,,,434.63,420.575
2015-03-21,438.73,,,440.62,439.675
2015-03-22,386.26,,,397.25,391.755
2015-03-23,232.61,,,237.38,234.995
2015-03-24,356.66,,,348.57,352.615
2015-03-25,360.72,,,309.63,335.175
2015-03-26,304.35,,,293.27,298.81
2015-03-27,214.63,,,182.56,198.595
2015-03-28,448.29,,,376.75,412.52
2015-03-29,467.38,,,465.97,466.675
2015-03-30,448.71,,,446.08,447.395
2015-03-31,479.63,,,475.87,477.75
2015-04-01,456.28,,,459.18,457.73
2015-04-02,391.8,,,386.93,389.365
2015-04-03,435.16,,,435.14,435.15
2015-04-04,461.74,,,461.74,461.74
2015-04-05,460.05,,,460.05,460.05
2015-04-06,460.52,,,460.52,460.52
2015-04-07,373.98,,,373.98,373.98
2015-04-08,465.64,,,465.64,465.64
2015-04-09,440.95,,,440.95,440.95
2015-04-10,433.37,,,433.37,433.37
2015-04-11,398.09,,,398.09,398.09
2015-04-12,362.77,,,362.77,362.77
2015-04-13,372.72,,,372.72,372.72
2015-04-14,537.54,,,531.3,534.42
2015-04-15,558.87,,,517.51,538.19
2015-04-16,506.75,,,455.81,481.28
2015-04-17,499.66,,,454.29,476.975
2015-04-18,521.94,,,482.48,502.21000000000004
2015-04-19,537.04,,,472.38,504.71
2015-04-20,454.37,,,386.59,420.48
2015-04-21,243.19,,,227.57,235.38
2015-04-22,410.15,,,403.23,406.69
2015-04-23,263.4,,,224.33,243.865
2015-04-24,467.88,,,468.76,468.32
2015-04-25,401.91,,,410.13,406.02
2015-04-26,450.8,,,451.21,451.005
2015-04-27,416.13,,,458.24,437.185
2015-04-28,150.54,,,173.75,162.14499999999998
2015-04-29,385.44,,,345.19,365.315
2015-04-30,220.22,,,259.77,239.995
2015-05-01,489.57,,,524.8,507.18499999999995
2015-05-02,482.97,,,475.05,479.01
2015-05-03,472.53,,,510.77,491.65
2015-05-04,415.51,,,483.75,449.63
2015-05-05,211.58,,,248.52,230.05
2015-05-06,459.51,,,548.62,504.065
2015-05-07,484.21,,,554.42,519.3149999999999
2015-05-08,520.22,,,552.68,536.45
2015-05-09,520.57,,,521.09,520.83
2015-05-10,459.72,,,484.73,472.225
2015-05-11,521.95,,,555.12,538.5350000000001
2015-05-12,461.85,,,518.23,490.04
2015-05-13,486.55,,,527.37,506.96000000000004
2015-05-14,514.75,,,601.32,558.0350000000001
2015-05-15,504.63,,,585.89,545.26
2015-05-16,305.57,,,310.06,307.815
2015-05-17,474.04,,,470.85,472.44500000000005
2015-05-18,487.46,,,432.67,460.065
2015-05-19,468.95,,,508.84,488.895
2015-05-20,537.6,,,621.06,579.3299999999999
2015-05-21,503.98,,,556.6,530.29
2015-05-22,503.64,,,427.74,465.69
2015-05-23,374.79,,,341.58,358.185
2015-05-24,543.88,,,638.1,590.99
2015-05-25,555.68,,,550.65,553.165
2015-05-26,531.93,,,529.56,530.7449999999999
2015-05-27,568.02,,,507.29,537.655
2015-05-28,586.39,,,633.72,610.0550000000001
2015-05-29,350.82,,,404.78,377.79999999999995
2015-05-30,574.39,,,565.66,570.025
2015-05-31,579.11,,,661.33,620.22
2015-06-01,502.61,,,605.51,554.06
2015-06-02,267.76,,,246.53,257.145
2015-06-03,491.34,,,310.34,400.84
2015-06-04,482.8,,,536.72,509.76
2015-06-05,369.86,,,340.3,355.08000000000004
2015-06-06,363.46,,,329.54,346.5
2015-06-07,468.77,,,556.22,512.495
2015-06-08,492.22,,,526.07,509.14500000000004
2015-06-09,414.32,,,312.04,363.18
2015-06-10,309.97,,,369.19,339.58000000000004
2015-06-11,376.73,,,432.99,404.86
2015-06-12,264.09,,,307.31,285.7
2015-06-13,407.41,,,383.64,395.525
2015-06-14,291.52,,,423.56,357.53999999999996
2015-06-15,501.9,,,395.17,448.53499999999997
2015-06-16,334.98,,,399.84,367.40999999999997
2015-06-17,504.8,,,556.53,530.665
2015-06-18,459.81,,,540.13,499.97
2015-06-19,451.95,,,519.18,485.56499999999994
2015-06-20,527.16,,,473.13,500.145
2015-06-21,553.56,,,473.44,513.5
2015-06-22,536.25,,,487.51,511.88
2015-06-23,499.4,,,370.97,435.185
2015-06-24,549.44,,,394.9,472.17
2015-06-25,444.43,,,448.4,446.41499999999996
2015-06-26,513.37,,,365.58,439.475
2015-06-27,476.27,,,327.82,402.04499999999996
2015-06-28,512.28,,,587.93,550.105
2015-06-29,218.06,,,379.0,298.53
2015-06-30,398.43,,,355.34,376.885
2015-07-01,292.33,,,269.48,280.905
2015-07-02,320.51,,,339.67,330.09000000000003
2015-07-03,324.44,,,282.37,303.405
2015-07-04,222.96,,,233.66,228.31
2015-07-05,418.74,,,309.45,364.095
2015-07-06,248.28,,,257.12,252.7
2015-07-07,207.78,,,162.26,185.01999999999998
2015-07-08,410.28,,,364.88,387.58
2015-07-09,475.83,,,318.26,397.04499999999996
2015-07-10,423.22,,,348.9,386.06
2015-07-11,449.7,,,289.32,369.51
2015-07-12,391.92,,,528.69,460.30500000000006
2015-07-13,439.96,,,391.04,415.5
2015-07-14,459.25,,,416.08,437.66499999999996
2015-07-15,310.1,,,240.78,275.44
2015-07-16,136.36,,,249.4,192.88
2015-07-17,431.74,,,374.6,403.17
2015-07-18,365.33,,,371.34,368.335
2015-07-19,427.03,,,459.03,443.03
2015-07-20,502.22,,,407.34,454.78
2015-07-21,404.56,,,535.66,470.11
2015-07-22,323.42,,,200.67,262.045
2015-07-23,405.42,,,185.04,295.23
2015-07-24,109.4,,,171.46,140.43
2015-07-25,216.52,,,229.77,223.145
2015-07-26,373.12,,,380.9,377.01
2015-07-27,386.3,,,380.17,383.235
2015-07-28,291.04,,,453.66,372.35
2015-07-29,78.13,,,112.05,95.09
2015-07-30,324.3,,,213.44,268.87
2015-07-31,386.72,,,215.51,301.115
2015-08-01,368.07,,,323.77,345.91999999999996
2015-08-02,162.9,,,286.83,224.865
2015-08-03,313.78,,,282.87,298.325
2015-08-04,512.52,,,536.81,524.665
2015-08-05,400.39,,,364.19,382.28999999999996
2015-08-06,587.93,,,431.35,509.64
2015-08-07,595.73,,,530.94,563.335
2015-08-08,427.55,,,363.86,395.70500000000004
2015-08-09,561.09,,,396.31,478.70000000000005
2015-08-10,568.96,,,524.77,546.865
2015-08-11,483.9,,,547.85,515.875
2015-08-12,513.44,,,450.89,482.165
2015-08-13,521.23,,,463.57,492.4
2015-08-14,414.61,,,361.95,388.28
2015-08-15,431.62,,,368.42,400.02
2015-08-16,447.17,,,552.68,499.92499999999995
2015-08-17,468.54,,,391.32,429.93
2015-08-18,434.33,,,471.09,452.71
2015-08-19,458.92,,,338.8,398.86
2015-08-20,574.2,,,522.74,548.47
2015-08-21,428.27,,,432.86,430.565
2015-08-22,564.52,,,465.25,514.885
2015-08-23,550.78,,,475.42,513.1
2015-08-24,496.08,,,449.55,472.815
2015-08-25,496.08,,,435.9,465.99
2015-08-26,420.74,,,388.48,404.61
2015-08-27,325.47,,,218.68,272.07500000000005
2015-08-28,446.04,,,382.12,414.08000000000004
2015-08-29,331.07,,,311.88,321.475
2015-08-30,135.88,,,169.3,152.59
2015-08-31,428.06,,,383.39,405.725
2015-09-01,576.45,,,445.6,511.02500000000003
2015-09-02,520.76,,,426.44,473.6
2015-09-03,534.27,,,390.37,462.32
2015-09-04,488.02,,,366.23,427.125
2015-09-05,510.1,,,298.39,404.245
2015-09-06,517.42,,,369.34,443.38
2015-09-07,273.95,,,178.0,225.975
2015-09-08,317.94,,,209.86,263.9
2015-09-09,451.11,,,380.29,415.70000000000005
2015-09-10,448.2,,,248.33,348.265
2015-09-11,486.24,,,262.04,374.14
2015-09-12,389.52,,,226.94,308.23
2015-09-13,394.72,,,329.22,361.97
2015-09-14,517.1,,,331.54,424.32000000000005
2015-09-15,273.05,,,145.52,209.28500000000003
2015-09-16,295.05,,,198.46,246.755
2015-09-17,326.23,,,284.72,305.475
2015-09-18,273.63,,,191.48,232.555
2015-09-19,529.28,,,412.52,470.9
2015-09-20,542.88,,,381.05,461.96500000000003
2015-09-21,521.98,,,349.79,435.885
2015-09-22,405.12,,,306.09,355.605
2015-09-23,438.35,,,362.98,400.665
2015-09-24,317.11,,,173.24,245.175
2015-09-25,415.72,,,277.63,346.675
2015-09-26,300.06,,,316.48,308.27
2015-09-27,279.01,,,237.99,258.5
2015-09-28,393.85,,,227.19,310.52
2015-09-29,185.56,,,104.46,145.01
2015-09-30,475.55,,,353.18,414.365
2015-10-01,507.36,,,354.96,431.15999999999997
2015-10-02,478.32,,,341.93,410.125
2015-10-03,379.47,,,313.35,346.41
2015-10-04,284.55,,,244.59,264.57
2015-10-05,297.89,,,175.01,236.45
2015-10-06,330.68,,,256.76,293.72
2015-10-07,377.5,,,308.38,342.94
2015-10-08,396.92,,,353.72,375.32000000000005
2015-10-09,379.54,,,344.21,361.875
2015-10-10,315.11,,,236.02,275.565
2015-10-11,282.59,,,230.49,256.53999999999996
2015-10-12,343.69,,,264.63,304.15999999999997
2015-10-13,366.03,,,366.01,366.02
2015-10-14,368.33,,,368.33,368.33
2015-10-15,328.01,,,328.02,328.015
2015-10-16,193.49,,,193.48,193.485
2015-10-17,365.01,,,365.01,365.01
2015-10-18,187.19,,,187.45,187.32
2015-10-19,312.23,,,313.8,313.015
2015-10-20,417.93,,,419.33,418.63
2015-10-21,337.65,,,339.63,338.64
2015-10-22,198.75,,,201.04,199.89499999999998
2015-10-23,416.79,,,419.17,417.98
2015-10-24,374.52,,,377.01,375.765
2015-10-25,325.9,,,328.01,326.955
2015-10-26,282.61,,,284.92,283.765
2015-10-27,145.68,,,147.62,146.65
2015-10-28,151.54,,,153.02,152.28
2015-10-29,289.71,,,290.58,290.145
2015-10-30,394.27,,,394.41,394.34000000000003
2015-10-31,287.62,,,287.94,287.78
2015-11-01,382.13,,,382.8,382.46500000000003
2015-11-02,383.66,,,384.57,384.115
2015-11-03,391.29,,,392.06,391.675
2015-11-04,361.53,,,362.35,361.94
2015-11-05,364.41,,,365.1,364.755
2015-11-06,282.14,,,282.78,282.46
2015-11-07,260.41,,,261.26,260.83500000000004
2015-11-08,297.89,,,299.05,298.47
2015-11-09,297.21,,,298.31,297.76
2015-11-10,269.95,,,269.94,269.945
2015-11-11,262.94,,,262.94,262.94
2015-11-12,330.77,,,330.78,330.775
2015-11-13,301.98,,,302.37,302.175
2015-11-14,217.78,,,218.13,217.95499999999998
2015-11-15,136.6,,,137.3,136.95
2015-11-16,311.52,,,313.33,312.42499999999995
2015-11-17,319.19,,,321.41,320.3
2015-11-18,304.15,,,305.53,304.84
2015-11-19,226.58,,,227.54,227.06
2015-11-20,336.19,,,337.08,336.635
2015-11-21,245.95,,,247.33,246.64
2015-11-22,197.47,,,198.59,198.03
2015-11-23,353.96,,,355.11,354.53499999999997
2015-11-24,259.13,,,260.24,259.685
2015-11-25,189.92,,,191.89,190.90499999999997
2015-11-26,261.14,,,263.63,262.385
2015-11-27,284.01,,,286.44,285.225
2015-11-28,332.69,,,335.18,333.935
2015-11-29,324.39,,,327.51,325.95
2015-11-30,218.92,,,221.75,220.33499999999998
2015-12-01,287.71,,,290.31,289.01
2015-12-02,157.87,,,159.66,158.765
2015-12-03,36.12,,,33.89,35.004999999999995
2015-12-04,60.74,,,62.0,61.370000000000005
2015-12-05,137.19,,,137.56,137.375
2015-12-06,101.52,,,103.57,102.54499999999999
2015-12-07,71.34,,,72.92,72.13
2015-12-08,63.99,,,64.86,64.425
2015-12-09,215.54,,,211.37,213.45499999999998
2015-12-10,75.47,,,75.98,75.725
2015-12-11,253.66,,,254.68,254.17000000000002
2015-12-12,162.57,,,163.66,163.115
2015-12-13,146.13,,,146.99,146.56
2015-12-14,127.12,,,209.89,168.505
2015-12-15,206.68,,,203.46,205.07
2015-12-16,222.71,,,262.82,242.765
2015-12-17,253.98,,,249.05,251.515
2015-12-18,86.01,,,86.1,86.055
2015-12-19,237.76,,,238.07,237.915
2015-12-20,234.5,,,234.79,234.64499999999998
2015-12-21,211.89,,,212.15,212.01999999999998
2015-12-22,186.65,,,186.52,186.585
2015-12-23,164.82,,,164.66,164.74
2015-12-24,193.2,,,193.41,193.305
2015-12-25,184.73,,,184.95,184.83999999999997
2015-12-26,169.47,,,169.67,169.57
2015-12-27,198.8,,,199.05,198.925
2015-12-28,166.82,,,166.53,166.675
2015-12-29,201.1,,,200.75,200.925
2015-12-30,191.25,,,190.91,191.07999999999998
2015-12-31,210.35,,,209.98,210.165
2016-01-01,159.81,,,159.53,159.67000000000002
2016-01-02,,,,178.26,178.26
2016-01-03,,,,,
2016-01-04,,,,,
2016-01-05,,,,,
2016-01-06,,,,,
2016-01-07,,,,,
2016-01-08,,,,,
2016-01-09,,,,,
2016-01-10,,,,,
2016-01-11,,,,,
2016-01-12,,,,,
2016-01-13,,,,,
2016-01-14,,,,,
2016-01-15,,,,,
2016-01-16,,,,,
2016-01-17,,,,,
2016-01-18,,,,,
2016-01-19,,,,,
2016-01-20,,,,,
2016-01-21,,,,,
2016-01-22,,,,,
2016-01-23,,,,,
2016-01-24,,,,,
2016-01-25,,,,,
2016-01-26,,,,,
2016-01-27,,,,,
2016-01-28,,,,,
2016-01-29,,,,,
2016-01-30,,,,,
2016-01-31,,,,,
2016-02-01,,,,,
2016-02-02,,,,,
2016-02-03,,,,,
2016-02-04,,,,,
2016-02-05,,,,,
2016-02-06,,,,,
2016-02-07,,,,,
2016-02-08,,,,,
2016-02-09,,,,,
2016-02-10,,,,,
2016-02-11,,,,,
2016-02-12,,,,,
2016-02-13,,,,,
2016-02-14,,,,,
2016-02-15,,,,,
2016-02-16,,,,,
2016-02-17,,,,,
2016-02-18,,,,,
2016-02-19,,,,,
2016-02-20,,,,,
2016-02-21,,,,,
2016-02-22,,,,,
2016-02-23,,,,,
2016-02-24,,,,,
2016-02-25,,,,,
2016-02-26,,,,,
2016-02-27,,,,,
2016-02-28,,,,,
2016-02-29,,,,,
2016-03-01,,,,,
2016-03-02,,,,,
2016-03-03,318.95,,,,318.95
2016-03-04,,,,,
2016-03-05,,,,,
2016-03-06,,,,,
2016-03-07,,,,,
2016-03-08,,,,,
2016-03-09,292.34,,,,292.34
2016-03-10,379.32,,,,379.32
2016-03-11,364.84,,,,364.84
2016-03-12,314.83,,,,314.83
2016-03-13,324.45,,,,324.45
2016-03-14,,,,,
2016-03-15,,,,,
2016-03-16,307.58,,,342.93,325.255
2016-03-17,357.23,,,447.68,402.45500000000004
2016-03-18,322.24,,,,322.24
2016-03-19,118.28,,,143.1,130.69
2016-03-20,114.93,,,,114.93
2016-03-21,,,,,
2016-03-22,338.23,,,387.58,362.905
2016-03-23,327.08,,,,327.08
2016-03-24,73.12,,,,73.12
2016-03-25,,,,,
2016-03-26,303.49,,,377.67,340.58000000000004
2016-03-27,252.55,,,329.2,290.875
2016-03-28,214.17,,,,214.17
2016-03-29,189.93,,,216.29,203.11
2016-03-30,236.66,,,326.23,281.445
2016-03-31,384.98,,,413.61,399.295
2016-04-01,345.29,,,,345.29
2016-04-02,245.46,,,,245.46
2016-04-03,276.74,,,353.54,315.14
2016-04-04,238.22,,,,238.22
2016-04-05,392.85,,,,392.85
2016-04-06,339.88,,,409.56,374.72
2016-04-07,399.7,,,,399.7
2016-04-08,418.58,,,454.08,436.33
2016-04-09,418.81,,,,418.81
2016-04-10,403.47,,,455.67,429.57000000000005
2016-04-11,370.56,,,367.44,369.0
2016-04-12,417.69,,,416.05,416.87
2016-04-13,413.84,,,428.71,421.275
2016-04-14,391.76,,,403.69,397.725
2016-04-15,338.77,,,329.52,334.145
2016-04-16,417.34,,,415.35,416.345
2016-04-17,422.74,,,440.35,431.545
2016-04-18,448.31,,,460.12,454.21500000000003
2016-04-19,452.9,,,332.45,392.67499999999995
2016-04-20,375.2,,,436.98,406.09000000000003
2016-04-21,427.9,,,469.06,448.48
2016-04-22,372.48,,,390.93,381.70500000000004
2016-04-23,445.14,,,492.06,468.6
2016-04-24,459.71,,,507.39,483.54999999999995
2016-04-25,444.1,,,502.68,473.39
2016-04-26,473.76,,,513.28,493.52
2016-04-27,475.38,,,516.11,495.745
2016-04-28,500.26,,,509.71,504.985
2016-04-29,496.14,,,499.55,497.845
2016-04-30,418.98,,,419.87,419.425
2016-05-01,528.8,,,521.21,525.005
2016-05-02,425.53,,,418.53,422.03
2016-05-03,447.08,,,468.56,457.82
2016-05-04,92.41,,,91.26,91.83500000000001
2016-05-05,472.86,,,532.79,502.825
2016-05-06,488.51,,,522.15,505.33
2016-05-07,512.69,,,532.91,522.8
2016-05-08,555.28,,,528.94,542.11
2016-05-09,562.39,,,536.05,549.22
2016-05-10,511.6,,,468.08,489.84000000000003
2016-05-11,430.88,,,374.77,402.825
2016-05-12,396.02,,,352.88,374.45
2016-05-13,497.84,,,489.29,493.565
2016-05-14,511.97,,,527.88,519.925
2016-05-15,500.89,,,519.86,510.375
2016-05-16,430.61,,,468.14,449.375
2016-05-17,197.58,,,247.83,222.705
2016-05-18,390.56,,,395.44,393.0
2016-05-19,425.41,,,459.93,442.67
2016-05-20,439.17,,,428.83,434.0
2016-05-21,367.46,,,400.43,383.945
2016-05-22,494.18,,,505.17,499.675
2016-05-23,379.15,,,397.02,388.085
2016-05-24,530.84,,,454.71,492.775
2016-05-25,488.04,,,534.22,511.13
2016-05-26,466.58,,,469.03,467.80499999999995
2016-05-27,531.58,,,549.92,540.75
2016-05-28,561.53,,,555.87,558.7
2016-05-29,548.12,,,521.32,534.72
2016-05-30,538.65,,,539.72,539.185
2016-05-31,558.59,,,587.32,572.955
2016-06-01,573.55,,,543.16,558.355
2016-06-02,544.17,,,595.81,569.99
2016-06-03,466.34,,,534.4,500.37
2016-06-04,453.17,,,471.4,462.28499999999997
2016-06-05,371.89,,,385.71,378.79999999999995
2016-06-06,228.4,,,232.4,230.4
2016-06-07,484.91,,,523.86,504.385
2016-06-08,175.0,,,131.83,153.41500000000002
2016-06-09,147.68,,,160.98,154.32999999999998
2016-06-10,205.21,,,261.28,233.245
2016-06-11,432.37,,,443.2,437.78499999999997
2016-06-12,526.65,,,499.9,513.275
2016-06-13,583.41,,,566.02,574.7149999999999
2016-06-14,549.45,,,555.53,552.49
2016-06-15,596.05,,,566.37,581.21
2016-06-16,346.88,,,374.41,360.645
2016-06-17,202.31,,,217.02,209.66500000000002
2016-06-18,402.91,,,411.06,406.985
2016-06-19,423.71,,,381.11,402.40999999999997
2016-06-20,506.25,,,448.69,477.47
2016-06-21,500.28,,,496.31,498.29499999999996
2016-06-22,525.28,,,527.68,526.48
2016-06-23,516.62,,,467.45,492.03499999999997
2016-06-24,440.18,,,467.32,453.75
2016-06-25,565.97,,,578.19,572.08
2016-06-26,474.52,,,441.26,457.89
2016-06-27,575.61,,,508.24,541.925
2016-06-28,684.21,,,611.15,647.6800000000001
2016-06-29,692.7,,,572.98,632.84
2016-06-30,477.16,,,459.25,468.20500000000004
2016-07-01,533.67,,,342.9,438.28499999999997
2016-07-02,634.7,,,521.59,578.145
2016-07-03,566.93,,,518.44,542.685
2016-07-04,527.3,,,443.43,485.365
2016-07-05,666.69,,,486.17,576.4300000000001
2016-07-06,671.09,,,462.3,566.695
2016-07-07,645.28,,,403.32,524.3
2016-07-08,612.45,,,467.44,539.945
2016-07-09,677.05,,,395.12,536.085
2016-07-10,373.35,,,353.03,363.19
2016-07-11,406.21,,,307.36,356.78499999999997
2016-07-12,393.69,,,263.63,328.65999999999997
2016-07-13,175.85,,,324.67,250.26
2016-07-14,644.84,,,384.17,514.505
2016-07-15,343.26,,,211.39,277.325
2016-07-16,373.82,,,267.0,320.40999999999997
2016-07-17,550.28,,,370.07,460.17499999999995
2016-07-18,440.69,,,339.3,389.995
2016-07-19,466.66,,,458.37,462.515
2016-07-20,452.2,,,417.59,434.895
2016-07-21,281.56,,,278.76,280.15999999999997
2016-07-22,348.0,,,408.58,378.28999999999996
2016-07-23,487.45,,,497.94,492.695
2016-07-24,383.87,,,348.13,366.0
2016-07-25,565.91,,,500.67,533.29
2016-07-26,562.04,,,500.18,531.11
2016-07-27,631.05,,,403.22,517.135
2016-07-28,661.33,,,568.64,614.985
2016-07-29,,,,505.72,505.72
2016-07-30,,,,495.07,495.07
2016-07-31,462.28,,,321.02,391.65
2016-08-01,427.99,,,512.32,470.15500000000003
2016-08-02,345.61,,,332.52,339.065
2016-08-03,245.35,,,,245.35
2016-08-04,395.83,,,314.41,355.12
2016-08-05,638.57,,,,638.57
2016-08-06,342.96,,,333.02,337.99
2016-08-07,556.73,,,279.13,417.93
2016-08-08,,,,150.25,150.25
2016-08-09,188.02,,,,188.02
2016-08-10,483.93,,,,483.93
2016-08-11,,,,,
2016-08-12,,,,,
2016-08-13,390.37,,,,390.37
2016-08-14,253.65,,,304.8,279.225
2016-08-15,,,,426.8,426.8
2016-08-16,,,,481.62,481.62
2016-08-17,511.84,,,,511.84
2016-08-18,454.95,,,,454.95
2016-08-19,627.12,,,513.07,570.095
2016-08-20,566.98,,,477.65,522.315
2016-08-21,415.46,,,347.62,381.53999999999996
2016-08-22,536.6,,,447.12,491.86
2016-08-23,563.96,,,623.93,593.9449999999999
2016-08-24,289.88,,,343.23,316.555
2016-08-25,333.75,,,367.11,350.43
2016-08-26,514.99,,,492.57,503.78
2016-08-27,289.35,,,248.37,268.86
2016-08-28,497.0,,,488.92,492.96000000000004
2016-08-29,383.9,,,465.44,424.66999999999996
2016-08-30,250.77,,,323.26,287.015
2016-08-31,236.48,,,178.39,207.435
2016-09-01,316.5,,,334.97,325.735
2016-09-02,323.07,,,335.4,329.235
2016-09-03,477.5,,,401.22,439.36
2016-09-04,551.01,,,440.54,495.775
2016-09-05,409.13,,,377.54,393.33500000000004
2016-09-06,383.66,,,426.9,405.28
2016-09-07,303.57,,,233.8,268.685
2016-09-08,537.31,,,416.48,476.895
2016-09-09,586.17,,,499.84,543.005
2016-09-10,442.27,,,441.81,442.03999999999996
2016-09-11,389.35,,,369.82,379.58500000000004
2016-09-12,383.08,,,385.59,384.335
2016-09-13,200.93,,,215.58,208.255
2016-09-14,505.5,,,369.99,437.745
2016-09-15,511.51,,,560.97,536.24
2016-09-16,474.42,,,443.37,458.895
2016-09-17,546.04,,,412.52,479.28
2016-09-18,489.57,,,361.88,425.725
